title,project,topic
"here string syntax",PowerShell,TOPIC2
"Enhancement Request...Full Integration with Node.Js",PowerShell,TOPIC2
"Add Get-FileEncoding cmdlet or function.",PowerShell,TOPIC2
"measure-command should be capable of streaming output either to the host or downstream cmdlets",PowerShell,TOPIC2
"Variable assigment to files ignores all encoding settings and uses ... ASCII?",PowerShell,TOPIC2
"Return semantics",PowerShell,TOPIC2
"Expression interpreter has received a lot of improvements in CoreFx",PowerShell,TOPIC2
"Add support for extension methods (LINQ)",PowerShell,TOPIC2
"Properties with accessor and mutator methods",PowerShell,TOPIC2
"Allow (some) method names that happen to be keywords",PowerShell,TOPIC2
"Support user defined parameter aliases, e.g. -F to -Force for Remove-Item",PowerShell,TOPIC2
"Non admins (e.g.students) should be able to download/use the latest help files",PowerShell,TOPIC2
"Set-Location should set $env:OLDPWD",PowerShell,TOPIC2
"Re-Implement UNIX aliases as a typed, parameter-to-parameter compatible version of the original UNIX native app",PowerShell,TOPIC2
"[Feature Request] Method for listing Previous Versions of local and remote shares",PowerShell,TOPIC2
"The -Like and -NotLike comparison operators should allow for an array of values",PowerShell,TOPIC2
"Several Cmdlets from Microsoft.PowerShell.Utility are missing",PowerShell,TOPIC2
"Simplify usage of Multipart Uploads with WebRequestPSCmdlet",PowerShell,TOPIC2
"Add Cmdlets for storing Credentials in OS credential store",PowerShell,TOPIC2
"feature request: official open source tool to compile powershell script to EXE",PowerShell,TOPIC2
"set-content needs to perform more like > for simple redirection scenarios",PowerShell,TOPIC2
"Using external types / classes in Custom PowerShell Classes (v5) results in Parsing Error",PowerShell,TOPIC2
"Windows: Preserve shell state across PC restarts initiated by WU",PowerShell,TOPIC2
"Introduce mode that disables aliases in scripts",PowerShell,TOPIC2
"Command not found should suggest how to install like in bash",PowerShell,TOPIC2
"Provide a syntax to call native binaries when its name is aliased",PowerShell,TOPIC2
"Suggestion: Improve syntax of "if not exist"",PowerShell,TOPIC2
"Output cutoff at 74 chars per line",PowerShell,TOPIC2
"[Feature Request] PowerShell Device and Drivers",PowerShell,TOPIC2
"Get-Process - Missing paths and arguments",PowerShell,TOPIC2
"JsonConfigFileAccessor Needs Inter-Process Synchronization to handle Competing IO",PowerShell,TOPIC2
"input redirection doesn't work",PowerShell,TOPIC2
"Add Schema Validation to JsonConfigFileAccessor",PowerShell,TOPIC2
"Import/Export-BinaryMiLog cmdlets",PowerShell,TOPIC2
"Replace Pester submodule with import",PowerShell,TOPIC2
"Commands to pick the default PowerShell (interactive) and default remoting endpoint",PowerShell,TOPIC2
"Move admin\monad\src\Activities\Generated\Update-PowerShellActivitySource.ps1 to Github",PowerShell,TOPIC2
"Xaml and other resources are not embeded into Microsoft.PowerShell.GraphicalHost and Microsoft.PowerShell.Activities.dll",PowerShell,TOPIC2
"Eventing Support for PowerShell (PSEvents.dll)",PowerShell,TOPIC2
"Need New-PSSession test coverage for windows",PowerShell,TOPIC2
"Disable/Enable-PSTrace missing",PowerShell,TOPIC2
"are we going to have a .src.rpm as well?",PowerShell,TOPIC2
"Handle SIGTERM like Windows SHUTDOWN signal",PowerShell,TOPIC2
"Comment based help should be loose validating",PowerShell,TOPIC2
"Export PSReadLine to changes to public project",PowerShell,TOPIC2
"#!/usr/local/bin/powershell bang should not load profile",PowerShell,TOPIC2
"Create object wrappers for core GNU/*nix utilities",PowerShell,TOPIC2
"Setting ulimit inside PowerShell",PowerShell,TOPIC2
"Add CI for validating links in Markdown files",PowerShell,TOPIC2
"Implement PowerShell Direct",PowerShell,TOPIC2
"Add tests for assembly loading",PowerShell,TOPIC2
"ConvertFrom-String is missing",PowerShell,TOPIC2
"Resolve UTF-8, UTF-16, ASCII inconsistencies",PowerShell,TOPIC2
"Our MAN (and get-help) should fall through to /usr/bin/man on failure to find something",PowerShell,TOPIC2
"There is no way to rick-roll",PowerShell,TOPIC2
"Figure out a better fix for memory leak",react,TOPIC2
"Do we still need to stringify attributes before assigning them?",react,TOPIC2
"RFC: Drop isAttributeNameSafe() check in React 17",react,TOPIC2
"Include component stack in invariants",react,TOPIC2
"Investigate need to feature check cancel and close events.",react,TOPIC2
"Add warning when hydrating output from renderToStaticMarkup",react,TOPIC2
"Warn if this.state is set to this.props referentially",react,TOPIC2
"Reword "unknown property" warning to be less obnoxious",react,TOPIC2
"Add validation to the React.Children helpers",react,TOPIC2
"Branch on tag before doing type checking",react,TOPIC2
"DOM Test Fixtures: Add caveats for IE9 range inputs (and other unsupported things)",react,TOPIC2
"Make undefined ref message better",react,TOPIC2
"Type Fiber by tag as disjoint union",react,TOPIC2
"Deprecate and remove TestUtils.mockComponent",react,TOPIC2
"Add tests for <select multiple> => <select> transition",react,TOPIC2
"Make Uses of ReactDebugCurrentFrame.getCurrentStack Reentrant",react,TOPIC2
"Error when `__source` is provided to production build",react,TOPIC2
"Show a warning when value is provided to a checkbox input",react,TOPIC2
"Stop masking context",react,TOPIC2
"Bump fbjs to 0.9.x",react,TOPIC2
"[Fiber] Formalize States",react,TOPIC2
"[Fiber] Spill-over from child reconciliation",react,TOPIC2
"Freeze classes and defaultProps in DEV mode",react,TOPIC2
"Attach Stack at setState Calls in DEV Mode",react,TOPIC2
"Should React warn when controlled <select> components have duplicate values?",react,TOPIC2
"RFC: Configure Warning Levels Using ENV Variable",react,TOPIC2
"Deprecate return value of `ReactDOM.render()`",react,TOPIC2
"Make ResponderEventPlugin cross-platform",react,TOPIC2
"Keyboard selection doesn't fire onChange for <select> in Firefox",react,TOPIC2
"Use Inline Event Handlers for trapBubbledEventsLocal and the iOS Safari Click Hack",react,TOPIC2
"ReactTestUtils: rename find*/scry* pairs to findOne*/findAll* or similar?",react,TOPIC2
"Unnecessary encoding of element text content",react,TOPIC2
"Warn when React DOM modified by not-React",react,TOPIC2
"Handle browser autofill gracefully when server-side rendering",react,TOPIC2
"Attach event per react container root, rather than on the document",react,TOPIC2
"Don't add top-level events for uncontrolled inputs",react,TOPIC2
"Unnecessary reflow due to setState in componentWillReceiveProps",react,TOPIC2
"touchmove doesn't fire on removed element",react,TOPIC2
"React shouldn't bind wheel or touch events to the document. ",react,TOPIC2
"FieldArray can't connect to root data",redux-form,TOPIC2
"Feature Request: initialize new fields and preserve older values",redux-form,TOPIC2
"Support for button/action name/value to allow partial/arbitrary validation.",redux-form,TOPIC2
"Cannot do async validation onChange - only onBlur",redux-form,TOPIC2
"Option on `reduxForm` to automatically throw submission error if onSubmit returns Promise Rejection",redux-form,TOPIC2
"Feature request: `Fields` component normalize prop",redux-form,TOPIC2
"Feature Request: FormSections should receive meta props and bound action creators just like fields",redux-form,TOPIC2
"Option to run asyncValidate on onChange",redux-form,TOPIC2
"<Fields /> component field-level validation",redux-form,TOPIC2
"Feature Request: Use separate criteria for shouldValidate and shouldWarn",redux-form,TOPIC2
"add and export topLevel withField, withFields, withFieldArray enhancers",redux-form,TOPIC2
"changedSinceLastSubmit",redux-form,TOPIC2
"Create a HOC to access form name of form in context",redux-form,TOPIC2
"Easier default/initial values",redux-form,TOPIC2
"Field validate function should receive field props",redux-form,TOPIC2
"Allow function instead of string for `name` prop",redux-form,TOPIC2
"Get name of changed field in onChange",redux-form,TOPIC2
"Print warning instead of error when using async",redux-form,TOPIC2
"Reinitializing with enableReinitialize doesn't clear form-level validation errors",redux-form,TOPIC2
"Feature request: Async field level validation",redux-form,TOPIC2
"Explicit way to touch all fields on form?",redux-form,TOPIC2
"Name of decorator export and name parameter",redux-form,TOPIC2
"SET_SUBMIT_SUCCEEDED called from empty onSubmit and after stopSubmit with errors",redux-form,TOPIC2
"Reset form section",redux-form,TOPIC2
"Getting access to redux dispatch in reduxForm connected component",redux-form,TOPIC2
"Debounce onChange events",redux-form,TOPIC2
"Provide list of registered fields to validate() function",redux-form,TOPIC2
"[v6 rc3] Field should use this.props.children instead of component props",redux-form,TOPIC2
"Pass context to synchronous validation",redux-form,TOPIC2
"Multiple async validating fields",redux-form,TOPIC2
"Use android.app.SystemServiceRegistry to register system services",robolectric,TOPIC2
"DisplayManager.addAllDisplayLocked() NPE migrating from Robolectric 3.1.4 to 3.3.2",robolectric,TOPIC2
"Resources.getQuantityString() should throw for missing resources.",robolectric,TOPIC2
"Fix PackageManager#resolveActivity() and activity metadata.",robolectric,TOPIC2
"getAppropriateWrappers doesn't match explicit intents",robolectric,TOPIC2
"Improve android.app.Instrumentation simulation",robolectric,TOPIC2
"onResume() still called if finish() called during onCreate()",robolectric,TOPIC2
"onViewCreated() invoked after onCreateOptionsMenu() - Wrong lifecycle?",robolectric,TOPIC2
"Text color is wrong on Material Borderless button on SDK 23",robolectric,TOPIC2
"System.nanoTime() should always increment",robolectric,TOPIC2
"Better AttributeSet fidelity",robolectric,TOPIC2
"Should not allow write operations to credential protected storage when UserManager.isUserLocked() == true",robolectric,TOPIC2
"ShadowMotionEvent doesn't shadow all variants of #obtain",robolectric,TOPIC2
"java.lang.RuntimeException: Failed to extractAlpha on Bitmap",robolectric,TOPIC2
"Style references should be resolved against the resource loader from the declaring AttributeSet if possible.",robolectric,TOPIC2
"Nullpointer exception occurs when try to get UnicodeCharacter from KeyEvent",robolectric,TOPIC2
"How should `ShadowAlertDialog.getLatestAlertDialog()` interact with `android.support.v7.app.AlertDialog` subclasses?",robolectric,TOPIC2
"ShadowAudioManager should implement registerMediaButtonEventReceiver",robolectric,TOPIC2
"Bouncycastle 1.46 vs 1.52",robolectric,TOPIC2
"Shadowing ParcelFileDescriptor.createPipe",robolectric,TOPIC2
"HttpResponseCache.getDefault() returns null even if HttpResponseCache.install() has been called",robolectric,TOPIC2
"Views are not drawn",robolectric,TOPIC2
"FragmentController does not have detach()",robolectric,TOPIC2
"Support calling a fragment's onDestroyView()",robolectric,TOPIC2
"Add support for android.support.v7.widget.PopupMenu",robolectric,TOPIC2
"Cannot find resource under res/xml directory",robolectric,TOPIC2
"Inconsistent with Android in loading multi-typed custom attributes",robolectric,TOPIC2
"It's about time (aka scheduling overhaul)",robolectric,TOPIC2
"BitmapDrawables always equal when compared",robolectric,TOPIC2
"Robolectric throws NotFoundException for resource of type raw",robolectric,TOPIC2
"Calling Resources#getValue on an XML resource fails",robolectric,TOPIC2
"Eliminate usage raw types",robolectric,TOPIC2
"Support Android Wear",robolectric,TOPIC2
"Nineoldandroids NullPointerException in AnimatorProxy with Robolectric",robolectric,TOPIC2
"Cannot indirectly reference library resource.",robolectric,TOPIC2
"ShadowPreference doesn't implement getContext()",robolectric,TOPIC2
"ShadowWrangler#getMethod can't resolve "getNonResourceString"",robolectric,TOPIC2
"XmlFileBuilder#getAttributeValue doesn't resolve enum values",robolectric,TOPIC2
"Robolectric's NotificationCompat.Builder is missing Method addAction(Action action)",robolectric,TOPIC2
"ActivityNotFoundException not thrown by startActivityForResult",robolectric,TOPIC2
"Can't run tests in parallel with Failsafe plugin",robolectric,TOPIC2
"Support java.security.KeyStore",robolectric,TOPIC2
"AnimatorSet listeners no longer called",robolectric,TOPIC2
"Support Realm",robolectric,TOPIC2
"Support for String resources in manifest",robolectric,TOPIC2
"Unqualified name not prefixed with dot in manifest causes crash",robolectric,TOPIC2
"Inconsistent notification getContentTitle/getLatestEventInfo behavior",robolectric,TOPIC2
"Support libraries that package native libraries",robolectric,TOPIC2
"NullpointerException when registering a SyncStatusObserver in Application.onCreate()",robolectric,TOPIC2
"ShadowContextWrapper doesn't implement sendOrderedBroadcast(...)",robolectric,TOPIC2
"Support PackageManager.queryIntentService",robolectric,TOPIC2
"Lint/AmbiguousBlockAssociation's message is confusing",rubocop,TOPIC2
"Cop::AutocorrectAlignment#calculate_range returns non sensible range.",rubocop,TOPIC2
"Auto-correct does not cache",rubocop,TOPIC2
"Change existing cop message templates to use annotated template strings",rubocop,TOPIC2
"Performance/HashEachMethods false positives for non-Hashes",rubocop,TOPIC2
"Style/DateTime marks usages of DateTime.iso8601",rubocop,TOPIC2
"Style/MethodCallWithoutArgsParentheses should have an IgnoredMethods setting",rubocop,TOPIC2
"Should auto-correct of Lint/UnneededDisable remove the Enable comment as well?",rubocop,TOPIC2
"Lint/AmbiguousOperator registers offense for macro methods",rubocop,TOPIC2
"Empty Comment",rubocop,TOPIC2
